sentiment	Text
7	Eminem's new song &quot;Beautiful&quot; is amazing!. Listen to the MAGIC right NOW!!  
10	Oh girl, get that baby going to bed at 7pm!
4	yes really if it is that time of day again.   xxxxxxxxxxxxxxxxx
3	I am so jealous that @collystringgs got to sleep until 1
10	the pictures tells me me that u were surrounded by adorable children!  hehe
3	indeed
9	still can't figure this twitter thing out, i can't my background pic to stick and i can't seem to change my profile pic
3	ended up force rebooting.
1	is feeling sick .... oh well, i reckon those people on the bus cursed me.... Anyways, nighty night all!!
3	has been told shes not allowed in the sun tomorow!  either that or wear sun cream!
1	I miss my friend
1	I'm so dizzy already and I'm only on the third page of chapter 73  *plops head*
1	IS she in grade 5?  I can't do my daughters grade 4 math...soo sad
8	I forgot I set my iTunes to display by play count last night. I didn't understand why Taylor Swift was in front of Belinda. Haha.
2	nataliaflewell  hey all so bored and in pain .. anyway god is my love life ever screwd
2	My blackberry is soon approaching her death
7	It Was The Best Evar &amp; My First,, You Didnt Awnser Any Of My Questions  xoxo
7	You didn't see everyone going on about it on Facebook about 3 months ago?
3	I think I wanna grab a lil wind turbine too! Hehe   ill have a mini power plant by the end rofl
3	I doubt I will tho !  twit pic sumthin
2	Answering detailed questions via Twitter can be very difficult. It's a challange to get everything in to less than 140 charactres
1	no not at all. I MISS GIRLFRIENDS!!!!  i have all the seasons.
2	Bout to hit the sack...got shit to do tomorrow. Happy mothers day MOM!
4	Loves Miley's song The Climb and loves the video  xxx
2	Morning. Forgot my daily booth yesterday.. shocking! I want to sit in the garden today and read but we have a huge bees nest
8	now it's weekend! It's so great!  I saw the rest of Twilight tonight, and i also have read fininsh  Break for know.. Could I do that?
8	wouldn't that cost quite a bit, I mean flying pizza from China? Nice fusion idea I may have to experiment
4	I'll send you the youtube link &lt;3
9	The Bucket List was a very bad film choice this evening.  I may need therapy now
10	Just eaten, and feel extremely bloated...  now for the not so fun part.
1	I'm sitting here with this girl that urk my nerves damm yo
7	Yo somebody's mother just came to the club dresses like she's going straight to church after the club! I feel like I'm going to hell 4  @
2	am so bord and wishes she had an ipod touch
10	what a great project!!! Wish I could have done that with DD1. She's too old now.
2	I miss you!  Come to Michigan like now....I can't wait till July
4	Having indian food in the middle of Wales, very very typical, huh?
7	Just realized all his fantastic nerdfriends no longer live in Rochester
3	Welcome
3	Yeah, but there's nothing really to say about it. Breakfast pizza?
7	wow i just slept till 2pm..again... good job me
1	- Hurt my finger at work
2	You people haVe no idea how depressing it is being at a steakhouse and not being able to eat
4	mum just made me cry coz she said something so sweet to me  i love her so much! MUMS ARE THE BEST!
2	Why do I always have a headache?
3	I was being childish lol cos one of them said that pic of Jake in Down to earth made them vomit
3	then maybe you should think of spending christmass there too
2	Happy Star Wars Day // Will Week
1	i miss you
6	hey dave im just up in the UK and first thing i done was put RR on  could u play ill be there new kids on the block thanks
7	Sensation Ocean of White Portugal: absolutely amazing  Adoreiii!
2	I have to close my eyes when I watch it
1	My dog died today. We had her for 11 years. I miss her so much.
10	somebody smuggle me to sydney, i'll be your slave for eternity
7	I got excited when I saw a bag in the place cookies usually live (when I get them). Unfortunately it was just my new prescription
3	you know you want to come keep me company whilst mum's at her friends for the night  it's such a nice evening!
7	Rocket surgery hey? HAHA I thought it was rocket SCIENCE? Oh.. is that all.. I knew that I swear. Thank you
1	I got me a little too much sun today
3	Terminator Salvation... by myself.
10	my c key is stating to work.  yayness.
2	trying to record my audio source, maybe I need a specific program @vhadZe I'm good thank you  hehe
1	I know, but I need some things in my life to be constant
7	that's what i tell everyone! their food is the WORST! no one understands my horror.
10	Mom says I have to get a new phone IMMEDIATELY....off to T-Mobile.  she paying....
8	it's ridiculously warm in bed
3	on my way to work been off for four days and i really really dont wont to go!
3	you ll soon be back  just replace topify email in twitter settings and that s all
2	it's cloudy and damp over here too. i hope it doesnt rain for tonite's track meet  i'd hate to do interviews in the rain
7	First surprise birthday ever, best night I've had in a damn long time!
2	that picture is priceless! i think @ericharlan might start #sharetub
7	sure! Of course i'll pray for her too. Thank you, jo  send my warm regards to ur mom.: @jo_loc... 
10	Movie is pretty interesting actually. Gonna finish watching it.  probably seeing star trek tomorrow. &lt;3 ZQ. lol
7	sad about young love coming to an end  They were sooo cute together!
4	that last one was just for you
10	got a rad new t-shirt from my aunt. Made from some cool shiny shiny pink material.
9	This is getting on my nerves. I cant change my pic
3	has woken up feeling a little special...i dont thing drink the bar dry is on the cards. when i finally sober up its home time i think
8	hey peoples, dont you just hate being grounded haha, im just sat eating an apple and watching death note (some anime)
10	Watching videos on Facebook makes me feel like the biggest creep. Which I guess I am. Also, tweet #200! Woohoo!
10	always good to polish off a few in the comfort of your own home  Nothing mischevious went down, just a fab night gossiping...
10	I know...I would too. Yes i cant wait for BB, i love it! I heard theyre not showing the 24 hr live streaming this year though
4	Getting a pedicure. I love these. My massage did not include a leg/arm/foot massage today.
3	I learned the Hoedown Throwdown!
3	Dump this blackberry and uses an iPhone? Basically it compliment each other.  I think.
2	Busy.. Busy.. Busy.. :S Wont be on Ning for few days.
1	they won't  guys are retarded!
2	or, Green Day: boulevard of broken dream, Hinder: lips of an angel, Howie Day: collide - that was such a nice song
1	About to go to my last theater lunch  im gonna cry.
10	is exhausted from a great weekend, and is looking forward to this week
2	Getting ready for college. I had a good sleep.  rainy day today. I love it.
9	Hey @jerrymontano!  @secrettweet is mainly depressing!  It's all these people who are cheating or don't love each other anymore
4	Thank You Clayton. Going to my favorite Greek Resturant after church for mom's Day!!!!  Loved you on Huckabee
6	CCï¿½s video for Long Gone premiers today on yahoo, dont miss it:  AWESOME video and version
8	i should be finished.... but i'm not.  color drawing, here i come.
10	have a good day  @tuanyia @mirandaspazz @augustblossom @amoremotore ? 
3	Adem in, adem uit
10	#whuffaoke is the same night as @ACDC at Gillette Stadium!
1	ahhhh.same here with Geometry, like i said b4, if i didn't have it, i would be graduated!! so i feel ur pain hun!
8	errr ok, most people have their espressos in the morning, ice latte at noon and warm latte in the evening!
6	Dam you, I want an #android, stupid only rogers
7	he was a very tallented man so its fitting wish I was closer to see it myself
4	have a Happy Trip!!
10	Just hangin out at home, watchin twiligghhttt ( and readin it (AGAIN!!) lol School sukked today Bahaha
2	my mask is non-existent at the mo  Charis didn't send me one &amp; I haven't been bothered to make one! I'm wearing boy clothes!
1	I have a headache. And I have nobody to keep me company.   _wants.to.be.a.kidd.again&lt;3
2	I want some sushi today
3	eating chicken kebabs with muffi and chups  watching &quot; meet the spartas&quot;
3	boo gf can't go now  I passed my guard training lol
10	wifeyyyyyy  me no likey u siky
4	I am so grateful I am your daughter!  Happy Mother's Day, Okasan.  Thank you for everything... always!
2	where's the love?
2	i rarely sleep.. cant help it   hehe
4	Happy Mother's Day to all you moms out there
3	No clubbing for me this weekend due to a busted knee  &lt;emo&gt;Life's unfair&lt;/emo&gt;
2	gratz on your tix. sux u will be poor tho  I am trying to get pj harvey tix too but debating my $$s too
2	I'll try my best to be there!
2	ummm...last night when I DM'd you, you said it was a &quot;good&quot; question.
3	Should be a good one even w/o #Yao in the middle. Expect the #Rockets to play #Kobe hard. Nothing the mamba can't handle.
6	You're welcome!  How much longer until it's colored in?
4	HAPPY MOTHER'S DAY
3	TOLD YOU!
3	Neither are ELP!!
8	just kick their asses and call it a day.
10	good morning twitterworld!  slept too less..
1	Prodigiy and The Crystal Method tomorrow for USC Birthday party and I have to work  first time I miss the Crystal Method. SAD!
3	I give it 2 snaps down  how's work going?
3	- Man I miss this truck so much!  had to return it cause it was 687.00 a month and 236.00 ins a month on it : ...
10	Thanks hun! Next time we'll all go again
3	i quite like God Save Our King too
10	Happy Mothers Day to all that are, all that are trying, and all that haven't nailed their teenagers to a tree
4	seems like a win win situation
1	cant sleep again! I couldnt sleep last night eather!  *Wabble Wabble*
2	What's with the mass exodus from work at half three?  It makes me sad
2	only an hour left with my iPod touch
3	LMAO I know I know
2	aww poor Caity  :L add people n they will add you
10	This is scary  they hooked me up to 9 wires n it printed sum graph ohhhhhh
7	forgot she had a Twitter account.    Happy Mother's Day!
1	Heavily medicated but can't sleep. Ugh...
4	I hope you have fun together and the press don't spoil things.  Take care
2	I did not twitt yesterday cause it was a very busy day but I'll be back tomorrow  BTW I can not sleep  I'm like in zombie mode @_@
3	my car is possessed and won't stop honking at me
2	I'm sorry darling  anything I can do?
3	It would be that Dover race that they played on Classic.
3	oooooooooook xD que aproveche (: la cancion esta genial
10	Hey I saw SNL 2nite&amp;I loved it!! especially the crumpin' tit-boob scene  &quot;crumpin'34 dub&quot; wow hilarious
7	Hey Dont Feel So Good,cuz i got in a car accedent yesterday.
2	Watching my bro play footyball
8	Everyone At My Place Tomorrow  Bonfire, Tofu Dogs, And Austin Powers.
3	I agree. Waiting for a video to buffer then finding it's just someone reading out loud (which I could do faster in my head) =
2	wow thats impressive! luckily im not in rush but i feel for friends who aren't getting any younger but cant move house  tricky
4	Mother's Day in the U.S today. I won't tell mine, she'll expect another present
1	I don't know what to say except *hugs*
10	amazing, my brand new PARI neb broke. go figure. and it's the weekend. looks like i won't be getting another one until next week.  *sigh*
3	misses lance already...
1	jus skinned my knee. Wat am i 6!?!?! Hurts lyke hell tho. Its always tha little ones that hurt tha most.
2	hope's she see her bestie today
2	My dog is sick. I love that little doggie. He's usually so keen and happy, but he doesn't even want to go for a run in the forest today.
3	Happy Mother's Day!
3	Can I also have a swirly flat white?
7	Hey, thank you very much, that's very kind of you to say
3	you're not gonna paint me? oh well  ;)
4	aw, sure thing  their in my thoughts and prayers.
2	my twitter says it needs a break  i'll be back in a bit (capacity??)
4	Ohh i forgot to tell you last night that when i was a alton towers i touched a shark  it was amazing !!!! it was nt a massive one tho
10	i would say no bc its so overcast  but if it gets sunny again then yes!
3	setting business hours! 8am - 6pm, rush jobs will still be considered, but not the norm
3	It happened to me the other day (customer asked me to ship to her work address), I sent her another one
1	lunch in the forrest ... its so baron.  fpu is so dead
2	don't let anyone run you away from anything
8	off to Sacto to take babies to kennel
1	Working 930a-730p today. 1.5 hour lunch..8.5 hours work. Overtime = good. The fact that I'm already dead tired = very bad.
3	oh I know. and I aprreciate it  it can be my back up plan
3	Has roughly cleaned his room, and now is heading to Pablos to read
3	finals tuesday and thursday, home friday
4	i love your music  especially the fight, thats a awsome song by far !
1	Ok, WTF?! Why do you have something on your menu *in the window* if you don't sell it?! I wanted my bubble tea
2	my phne blocks text
2	Happy Friday! I just realized I left my cell phone at home today though
2	I know but unfortunately I'm one of the fifteen bazillions of Americans without health insurance.  awesome
2	ahhh fusterated
10	just woke up, having coffee, listening to Music, reading RSS...Sunday feels great
4	dnt smile...im mad at u
2	i have three hours to do my hair. and it STILL won't be straight
1	btw i have your report too &gt;:] omg at lunch today we had to move from the HC to the trees cause of the heat &quot;/ all my days suck
3	go on the msnnnn or ring my home phone  NOW
3	Photovia novusnovendo) ï¿½o_0ï¿½*giggles*ï¿½who am i kidding? heï¿½s probably gay  but def my type, hey now! 
10	Thanks!
2	DAMMIT! lets have a private session
3	doesnt understand twitter
7	tooth fairy is coming to ur house tonight.
2	iloveyoumoreeee
4	Summer is really ending. It's raining.
1	playing with Zeke, he's leaving today
3	is having carbonara for dinner made by my mum mom
9	general cleaning! i hate cleaning
3	You must rest, don't work hard  How abt Cr-chan ?
3	BB lunch room for breakfast muffin
10	LOL!  good men watch the flicks w/us and just sigh!  this is a good flick so far it's called &quot;Because I Said So&quot;
3	My best Vanilla in memory was from the Sharffenberger factory gift shop... Not sure where to get it now!
8	Last session of the day  
4	love new shoes  thanks wine lo
1	is upset, I left my phone at home again
7	Nicky, I LAND at 10pm, it will be like 10:40 before I get home! UGH! Wont be any fish fry left for me anyways
9	WHATS THE VIDEO?? I CANT WATCH IT!
1	is so tired ive walked 6.05 kilometres today
1	Honza takes his flight back to the Czech Republic in the morning  I'm really going to miss him.
2	So...I was half asleep when I wrote the previous message. Greatest friends !!haha  You are!!
3	My pleasure
10	Oh great, Radio Disney doesn't crash with the latest webkit, so my kid can run it again. HEY WAIT.
7	NGH episode 28 is out! check it out!
3	off to collect a tv I acquired from freecycle
1	my day just hasnt been the same without ur running conversation all day
1	wow, I didn't realized that there is a limit to the &quot;more&quot; button. That sucks... I guess two days is the max to not sign in to twitter.  !
7	for the whole time @haydendavey?
2	Baby baby, it's gonna be all right when I'm by your side and the whole world turns against you... I ? it when my Ipod randoms BSB songs
4	you know you lvoe me!
1	going down the post office to try and sort this whole ebay hacker thing
10	There were way more than two! Ten hours of real-ale takes it out of you
3	bout to have dinner with the Homies. T.G.I Fridays takout, headed bak to the spot.
7	day weekend and all I can think of is work waiting to ambush me on Tuesday!   Damn you work!!!
3	I'm sitting in altanta. It's raining in boston. Yay for flying in the rain, that should help with my fear.
4	happy mommah's day to your moms  
10	I WISH YOU WERE GOING TOO!  are you still coming to nicoles preprom? @nicolesx319 Can't wait for preprom!!!!
7	OK, my boo-boo: Daddy took his dental bridge-front tooth- out and forgot it on the table.  Uh-Oh, shiney plastic for me to chew! I sawwy
3	Here's a definition of network neutrality for those who may be interested  
2	throat infection coming on strong I think  I can taste blood :S
2	Good Morning campers, I'm not a happy bear this morning, had an awful dream during the night, &amp; am v worried.
2	Be my Yoko Ono and follow me wherever I may go !
3	looking for models for beauty shoot THIS THURSDAY in the Valley studio  contact me if interested!
3	(@SharonSmiles) Would appear not  note to self...change perfume!  What to do now..Hmm do I get the tarot cards out or not??
1	aaaah I swear I took it by mistake  it was somehow attached with the charger -_- apparently it needed break from U huh!
3	Just got booked my ticket to athens
1	Grrr, people suck. I cry when animals die on nature shows.  These people are sick. No hunting endangered species!
2	Darn it my DS died    x
3	good topics. and ciggarettes.
10	Morning workout sesh.  Love Life.
4	- I wasn't bored really..  my redd converse. I love converse.
3	wanna do some sessions with ronnie he da bomb u know?
10	had an amazing night with the girls
7	gonna dream about my prince charming tonight, n see if everything goes back to normal. I really hope so   &lt;3
2	Sounds awesome, wish I could go but no way I could afford it   Have fun!
2	did not understand anything you said
11	Problem is, Flash isnt GPU accelerated.  The Atom 330 can't play Youtube HD or Hulu HD fullscreen   Big deal with Plex...
8	The Hangover: That movie is gonna be hilarious. wish i could see it with the crew
9	Stupid jobs, idk what to do.
3	Taking care of yucky stuff.
2	we miss you in SE Asia. Come visit us when you have time.
10	Bleah a tad tipsy and too many cup cakes. Maddies birthday tomorrow + family party
2	*sits at the airport waiting for @DenalisAngel to get here*..I got in early to surprise her and i can't find her
2	ha! I know..I'm very ashamed.
10	whoohoo! just went to get movies and junk food  its a womens night mwahaha &gt;
10	working my ass off and I am completely happy
2	To eat or not to eat? Its gonna be my last meal for the next 2 weeks.
4	Subway=yum!
1	No kidding there! Ugh ... One thing I know for sure - it won't be me showing the property this weekend
3	selfupdate and clean ruby fixed that part but now its failing on rb-rubygems
3	Just going to shower. Brb in 10 mins or so
3	Took some phogs
4	glad you like them
3	Is back in sunny 95 degree weather though
1	orw!!!!! Nooooooo I want to go back to Newcastle!!!!
9	damn. You could have just called or told me in person. You didn't have to humiliate me in front of the whole twitterverse.
7	success! after much grumbling abt how we always waste money on useless gifts, mum sees the ipod nano and loves it
8	Hope my roommates having a good morning without TP and soap!
1	i'm so bored i can barely even tweet. i have nothing to talk about.  #boredboots
3	wasn't that mother song SO funny? SO wrong but SO funny - I heart @andysamberg
3	Its so dead
3	- Our picnic table cruet set
4	I have to admit at being a Colin Firth groupie at this point.
2	** Slaps self on forehead **  Pardon me!
10	the sun is shinning! im off out!!
7	busy wit work  how is your business going on?
4	i (L u so much  See u at school todaay!
3	Smh @ hiphop nursery rhymes
2	nice to meet you. Mike, video producer CF Miami.
3	okay dokay... coming up
3	Has an hour left of revision
7	goodmornin  as soon as i saw ur pic, it reminded me how embarresing it was yesterday. with oliver&amp;peter. it was fun tho xD
10	she is only 2 years and she's the funniest thing when she is dancing! she's sooo happyyyy!
3	Stop what?
3	Hmm. Might try this out for tomorrow.  
1	Trying to watch your vids, but the audio has been disabled
9	I am slowly getting angry at this Jon and Kate Plus 8 thing
3	We are working
1	and to think that all I've ever played for is just fun   I suck at marketing and promotion..
10	Good Morning! Hope that you enjoy your run &amp; gym workout this morning. Can't wait to hear some of your new songs.   &lt;3Pennie
3	Guys Richard fleeshman got twitter, FOLLOW HIM  @RFleeshman
4	Watching an episode of Friends during the lunch break
2	Rain rain go away
3	loves my new twitter background...my two heros...wichita and kraussey!  haha
1	my ipod came back to me after visits to cali, china, and alaska...but its at home and im @ work...
3	just finished  Emergency - by Neil Strauss - another great read Neil - congrats   miss you by the way!
2	aweee im sorry  but deep down u know i love ya!
4	thanks 4 the follow, Sean.
9	Downside though is that you're breaking the thread.
4	awww. If I coukd send it from my phone I would. What kind of flair would you like?
10	my best friend won tickets to see them from kiis fm!
1	its friday!  well, technically anyway...but its really thursday for me.  dang having to work saturday mornings
3	What are some good places to eat in Los Angeles, want to try something different today
3	Flypside - When it was good..i must creat my presentation in english  by guys ?
1	listening through the Mendeed discog once again. I still think their disbanding is a loss.  #metal
2	Ahh well he can only spend short amounts of time on because of his mum  You should scroll back at our msgs!!! ;-)
1	This headache is killing me yet I need to cover some boring police event.
5	mockin'm transtelecom
10	honey is great for your health!
3	Saw James carville in the store today. His head is really that bald
7	ah! well, I'll see if I can find u later in the week.  I am tempted to look at Leica's this week. LOL. We could go check it out.
1	Same here. But I am just going to browse SA until I get bored.
1	Jess is invited just not me  I feel really unloved by u AND Aj right now hahaha!
1	Parents decided to drop in on their tour-de-US. The whole family is at my house. I am at work
4	good luck tomorrow
4	 degrees, gross skies, and thunderstorms...perfect match for my mood  lol
2	GAH! I have the headache from hell. Reminds me what my lovely wife goes through all too often
3	haha i wish i could! I look like a little boy now
3	At nosely safari park with Leah
3	chillin' with Kealie.
1	oh my gosh!!! Tomorrow AS WELL!!!????!!!?!?!? God you're lucky, I might have to put it off for yet ANOTHER week
2	not goin tto tafe
10	A little happy for the wine jeje ok it'sm my free time so who cares, jaja i love this day
3	lol   What are your plans for today (or should I say tomorrow) then ?
11	I am sooooooo bored in textiles !
7	when you come to me for plastic surgery, I hope you don't get in a car accident 6 days later
3	uh oh
3	tino hat ne wii
2	just got in from michaels and had some shreddies  im well tired, it was fun though ryan wright stoned = LOL
1	tonights been boring!
2	Oh no!!!!! It's raining on our Sea World parade  
3	alas no, it's just a normal night  monday is quiz night
3	Made a seamless connection to Toro Toro Quebec Two.
1	why do u feel shit? Nerves? I tripped over that plastic telescope at 6:40 am yesty, I fell into the wall my head still hurts
7	noooooo! I just spent two days getting that damn song OUT of my head
2	The geeks were out in full force to see Star Trek. Yes, myself included.
3	HI MEG! @mileycyrus Life's a climb but the view is great.
10	Order Pizza from the Pizza Girl!  We have to sing about it!  I love that new song. so excited for the new song from JB PARANOID 4 days
10	i have twitter, sooo i'm pretty damn cool now
1	I was scared by the Daleks in the DW Exhibition in Cardiff.
8	will do  it's only ï¿½34.99 on play.com, so might just buy it, it certainly looks and sounds good enough! i'm excited for it lol
6	last day of work  ...but everyone is making it so great!
1	sorry Demi, just read post that you can attend BGT. Im sure your support for SB has helped tho  a world without paps PLZZ
10	HAPPY MOTHER'S DAYYYY!!!
1	misses home on the farm
7	Missed all your tweets again Joe, damn that time difference!!! (UK) Dont 4get about your fave supporters in the UK!!!  xx
1	Im feeling so nostalgic. Im sad. But happy. I don't now how to feel. It's over, but not at the same time. It just feels over.  i love you.
1	Loved the sun today. Did not love a black suit and black top plus 6 trains/tubes to get to my meeting and back  Need to shop for summer
3	Hi Isla! I hope it does, too.
3	Thank you very much for the Follow. I have re-followed you also
8	hahahahah!! 04 would be the chief contributors. lol.
10	Skipping school like all the cool kids do
3	no new books. *sigh* will probably reread Gaiman's &quot;American Gods&quot; or Murakami's &quot;Wind-up bird chronicles&quot;
3	back from grimsby  it sucks bein back but was amazin wknd anyway!!
2	no other reason? I wonder if she loves you
2	Muay Thai was awesome. I'm gonna be sore in the morning! I feel like being bad and eating junk tho
6	Ar work bored...hope Tiff gets here soon then the fun can start
2	is there anything Brian or I can do?
3	Thanks, I found the link   , however I think you need to be a customer to download it
4	- she is just adorable
2	whats twhirl? I've some work to be doing over the weekend thank god so I'm probably going to miss it red, sorry
4	either way, you always tend to make my #followfriday list, sweetie - you do rock that much
1	So annoyed I missed Mitch Benn @ Lemon Tree. damn you What's On!
5	Lol - I could try!  Seriously tho, dont do all of it! That sucks! xx
2	mmmm chocky cake in the oven.. smells delicious
4	i miss youuu and i wish i was dodging semis with you
2	Ironically, that thought goes through my head (no pun intended) for *every* headache I have...  Hope it goes away soon.
10	Figured out twitter for my phone
10	Here's @Euan and @stoweboyd at our evening drink on Thursday night in London.  
10	Succesfully following Tayla!!
7	on air celebrating? ur mum is there? Not working la. Starbucks alone. My mum is in hometown. So had a delay till next week
1	no, it makes you realise how doomed humanity in USA is
2	On another note, geoDefense Easy down. Onwards to the medium maps, where a whole other world of pain awaits my exploration!
2	Anyway. Can't take this shit no longer. Or my mind will blow off.
6	great thanks  looking for a client, maybe I can use this myself, gonna try it
4	Saw the new Star Trek movie yesterday 'twas  very good. Having a quiet day today - off to the gym then for lunch
3	and now its raining
3	blastinggg music.
1	GAWD!. If only that dream actually happened last night....
1	Off to the bank
3	Geocaching.com seems to have a huge delay delivering Pocket Queries
3	Enjoy Springsteen, I'm seeing him at Glastonbury in June!! Give us a report when you get back
4	where are the good music and lyrics?! it seems like humans have lost their ability to understand whats good and whats bad.
2	trying to get a sale in my job...
10	greeting you all a happy mother's day!
10	on the phone w. Chantellie ! &lt;3
4	im not feeling like getting myself in motion to go to work...
4	Headed home, dad duty tonight. Might take the kids to the course again. Although my boys took me for $11 last night in a chipping contest
6	Yup  On to Mother's Day. Any plans for your birthday?
3	just got back from Danas. watching Roseanne before I start to get ready for work
3	Because of the new #Kirk. That's why. Because of the new #Kirk.
10	andy!! It's great this am. About to wall over to the first day of An Event Apart! So exciiiiiiiting.  How r u mate?
1	Just Finished My English Final...Just One Step Closer To The End.
3	sometimes i wish i were a man, i could pee were i stand, and scratch my chest, but instead? here lies a breast  hah
2	missing loverboy so much
2	Still not working
7	Boss just texted me, I HAVE THE DAY OFF! YES&lt; YES AND YES AGAIN!
10	Gonna give a guest lecture tomorrow @ PES Mandya on OpenGL
4	love session 2 of king of queens
1	i tried to help
3	sure i willl ....
3	Happy Mothers Day!
2	actually i would prefer you not check me out .....
7	Went to see &quot;UP&quot;. It was a really good movie that pulls at the heart strings  i highly recommend it
10	Many thanks, mate
2	I can't stop crying......I can't live like this.
2	Lol rite! I'm scared now  lol
3	the classes with my students are over  gonna miss them...
2	just got home  but about to leave again
3	) I really want to see &quot;Up&quot;
3	Thanks! It was really fun to do. I do love those 60s romances/comedies (though that one could have used more comedy IMO).
7	is waiting for the estate agent to do valuation. oh joy. *sigh* i need to be in the funhouse  pink baby come back!!!!
10	that was an amazing concert!!! got some really good video and pictures
2	ughhhhhhhhhhhh  :/
2	i thought spock's vulcan sign looked a bit weird - turns out zachary quinto couldn't do it so he had his hands glued. but he's still hot
3	I just wanted dippin dots
3	Don't count on it
2	Oh good God crampsss...
3	Is Google Maps not working for anyone else?
1	No problem. Unfortunately, I think it was just something I had to sort out on my own.
2	and what about me, huh? I'm crying. Did U forget me?
10	Hey David, I'm wondering if you received a letter that has a song in it? From Malaysia? please reply  and have a nice day!
1	it's nto as good
2	hey chicLit whats happening? Just trying to promote my business, it's really hard!
4	likes the reports from testers of his new package for Synology diskstations  
2	Heavens, not good  I can empathise. Fingers crossed it doesn't come to anything and you can sleep easy. Wishing for the best...
2	GOOD MORNING TWEETER WORLD!
9	hmz... second most popular page on this governmental site is the 404 page... fail
2	I adoreeeee Matt Nathanson!! I am so jealous of you right now.
2	Decided not to go...I want to see my sweetie  But I can't.
3	Got a sunburn from Coney Island bike ride
10	thanks!!
3	Anton!Chekov has his own youtube?! Where have you been all my life?! Well, at least til I 1st saw ST XI a few wks ago, no recent updates
3	morning ashleighhh  x
2	dont think too hard, its bad for your health  lol love u girl
7	Alternate name for a &quot;Bacon Mary&quot;... A &quot;Bloody Piggy!&quot; ;) (I have to give my boyfriend credit for that idea!)
9	what's up? what happened? DM me if you need to. TXT on my phone is defunk'd
6	unfortunately not.  I have to take it to a repair shop or replace it.
2	i had a vivid dream last night! i was crooning away
3	btw, short notice I know, but we're RSVPing no for your party- thanks so much for the invitation, though!  I'm out for 2nite too
1	Also, I'm really missing Sami... just thought I would throw that one out there...
2	supposed to be visiting Austin Sun-Thurs..but not feeling well since vaca.  Would've said hello for sure!
10	- haha^^ I love it
3	No sucky
3	sayid could be dead.
3	This is my 201th update
6	holllaaa.. i dont know what ur up doing but im trying to finish up some work for school... bout to go to bed though
4	I want to chat with you in Im some day.
2	Yes, I'm originally from Argentina. And very 'mystic' about that  ...ï¿½ bientï¿½t de te lire Quincy!
3	ND BREAKFAST !? I want more food =/ LOL. Tweet me what breakfast you're having  LOOOOOOLDING'
2	That was crap.
7	Awake. And my head hurts. Which probably means last night was a good one
7	mmmmm my hair smells guuud.  the wonders of &quot;pantien&quot; ;D
2	awww, that sucks  But they're so awesome when you get one, all squeeky and happy. I only have one left now though
8	yeah that sounds more sensible. thought you had a heston bleumenthal moment of genius somehow!
3	- Speed lessons on the main screens on center court! I had to take this pic
2	collage. what is feminism?
4	In a really Good mood for absolutely no reason  tee her
2	I alreay feel the hang over. Soooo worth it
7	the vid-link is not working  but snatched some people to follow off your list ;P
4	I am semi in love with you. Just so ya know
2	My children have promised me birthday brekkie in bed. There's a problem with that in that there's bugger all food in the house
2	Wish I'd had the balls, but with my 2 kids with me and not knowing how illogical these ppl can be, didn't want to risk it
4	thank you  i have a business exam tomorrow too :/
3	I'll try to put together a list for a portfolio to put together along with a little bio on myself in my free time (school is stating)
3	i wanna go home
3	G'night!
3	Yeah, you're right
3	really, realy want a netbook. mrr. Techno-lust sucks
1	Soooo bummed I'm missing the blockparty again! Haven't been able to get the app to listen on my iPhone!!
1	Hey! Is it going to be viewable in the UK this time?  It broke my heart when I couldn't play the last one  haha.
10	it's ok.  I'll have reached 3,000 tweets and be in dreamland by then so have a good sleep!! talk later.
2	  these dogs are going to die if somebody doesn't save them!
3	i have such a sore head
2	Did you know its Star Wars Day today... May the 4th be with you!
3	riley hacked my twitter!  hahaha :]
10	Goin to bed. Goodnight everyone.
7	crazy, we live in a small world, and now u live in covina huh? Thas where im @ but back to chino i goooo
10	- Yipe! I'm sorry to hear that
3	whuahahhaha you need to cut down on them Bram Ladages/Applejacks/pancakes
2	So exhausted
2	Working on a PR plan. Then it is on to awards.
3	just watching ncis complete first season
2	I want to see my friends  Mindless fun. No work, all play. All drunk, all walwal. All being mean to each other and sleeping in one bed
3	Yes for sure ! its all that i would eat !!
2	My attempts at writing tonight seem to be failing.
8	on youtube watching taylor on the today show wish i was there !
2	NICK WTF I WAS GONNA GO BUT I HAVE NO RIDE. Boo
6	Said The Whale &amp; Mother Mother? OK!
1	Driving to work running late like always..... No time for starbucks
10	heyyy girl.. havent tweeted u all week. hope all is well with you
4	With my baby drinking. God I love her
2	ok, i am finally starting to hit a draw, but now my short game has gone to crap!
7	Hey, you change your twitter account, and you didn't even tell me...
2	Well, I made the list look better, but I can't do anything about the number pictures, since I already closed that tab.
1	yeah now I'm done BUT I have to work all weekend  I'm sooooo bummed about it
4	aww twiter i miss you.. today i'll post a little more.. i mea, after the movie theater..ahah soo coold here
3	legit. Legit cruise.
10	LOL  I will buy u some big star wars pants 4 Xmas !!!
3	Iiight thanks.
10	See No Evil starring WWE wrestler Kane. You should watch it
3	indian or the cowboy? actually considering going to the carnival
3	Thank you. I needed that
2	Packing for Florida  What's the liquids in a carry-on rule - 3 or 4 oz? Haven't flown in over a year
1	I'm fine, I've just been trying to figure out the meaning behind this song, and I cant think of anything.  urlm.in/cnmt
1	not feeling too great today
